!Freq, Monte-Carlo estimated upper limit of 95% confidence interval, Monte-Carlo estimated lower limit of 95% confidence interval, Sensitivity-analysis estimated upper limit of 95% confidence interval, Sensitivity-analysis estimated lower limit of 95% confidence interval, 95% upper confidence interval for convergence of Monte-Carlo upper limit, 95% lower confidence interval for convergence of Monte-Carlo upper limit, 95% upper confidence interval for convergence of Monte-Carlo lower limit, 95% lower confidence interval for convergence of Monte-Carlo lower limit
0.2	0.000655913569174925	-0.00138637586269171	0.000580686572519199	-0.000580686572519199	0.00047963587484199	0.000340784673160894	-0.00145332018600498	-0.00177072182397097
0.3	0.000434245394274467	-0.000919285014471087	0.000371924138274878	-0.000371924138274878	0.000346953459692939	0.000225790783260067	-0.000878280169530765	-0.00118225574556562
0.4	0.000191398701298209	-0.000258368704075168	0.000190246306419068	-0.000190246306419068	0.000195843402437596	0.000147270100024812	-0.00022200142198796	-0.000352403961359753
0.5	0.000621831350402189	-0.000391581466214749	0.000310719026465937	-0.000310719026465937	0.000957016580041777	0.000581923629534379	-0.000237363022090653	-0.000343149648600011
0.6	0.000600469176744011	-0.00105043820695608	0.000561142231781078	-0.000561142231781078	0.000526802908891686	0.000379753233939229	-0.00106047553260534	-0.00137692509540934
0.7	0.000823841895731845	-0.00152101818434462	0.000648770320491244	-0.000648770320491244	0.000597503545208608	0.000413689959240095	-0.00157216686536083	-0.00203798738840096
0.8	0.000795517670949776	-0.00145080269802384	0.000661943406655509	-0.000661943406655509	0.000623082703983853	0.000463587361877313	-0.00146925216425921	-0.00199929387804607
0.9	0.000683560633250299	-0.000830689668769355	0.000644694739829436	-0.000644694739829436	0.000605436144339596	0.000485542861416884	-0.00087391656849403	-0.00121035294533172
1	0.00154813010082712	-0.000748551887273791	0.000567780543084266	-0.000567780543084266	0.00213827865487148	0.00137519225456144	-0.000414554496911094	-0.00051720416279965
1.1	0.000927045499230259	-0.00060733506569906	0.000531802803510021	-0.000531802803510021	0.0012549803848235	0.000856005642057157	-0.000399632864536048	-0.000534129028304646
1.2	0.000538465601122765	-0.00063106881739039	0.000650902166234057	-0.000650902166234057	0.000723481062266367	0.000465640084046963	-0.000564989914131113	-0.000691671482469187
1.3	0.00100248568615904	-0.0013530638231362	0.00105890037393187	-0.00105890037393187	0.00111084306457303	0.000751854040322601	-0.00112356459482982	-0.00156854306774451
1.4	0.00118725223950901	-0.00161607720679696	0.00121145621804052	-0.00121145621804052	0.00109761921202137	0.000860497116318682	-0.00128053240024247	-0.0021488104561924
