!Freq, Nominal solution (no bias), Monte-Carlo estimate (includes statistical bias), Monte-Carlo estimate + standard uncertainty, Monte-Carlo estimate - standard uncertainty, Monte-Carlo upper 95% confidence interval, Monte-Carlo lower 95% confidence interval
0.2	0.00362209403799564	0.00340289984173183	0.00399459618370164	0.00281120349976203	0.00405881341090676	0.00201652397904013
0.3	0.00346523861796321	0.00332635856977131	0.00370628108188879	0.00294643605765384	0.00376060396404578	0.00240707355530023
0.4	0.00355948197815149	0.00353751540757002	0.00365834167092872	0.00341668914421133	0.00372891410886823	0.00327914670349485
0.5	0.00368979001052055	0.00380580021937803	0.00409922174487322	0.00351237869388284	0.00442763156978022	0.00341421875316328
0.6	0.00387894957805084	0.00372411547787051	0.00420760022494909	0.00324063073079194	0.00432458465461452	0.00267367727091443
0.7	0.0040533048339232	0.00381236009914803	0.00447286648669115	0.0031518537116049	0.00463620199487987	0.0022913419148034
0.8	0.00429240223462261	0.00406671908143259	0.00470241827948115	0.00343101988338404	0.00486223675238237	0.00261591638340875
0.9	0.00447489855515385	0.00435205393626432	0.00480523385966595	0.00389887401286268	0.00503561456951462	0.00352136426749496
1	0.00463663792215352	0.00491876204877714	0.00557605120950277	0.00426147288805151	0.00646689214960426	0.00417021016150335
1.1	0.00466279606998187	0.00481148562362846	0.00524119983696316	0.00438177141029376	0.00573853112285872	0.0042041505579294
1.2	0.00442414151600606	0.0044046409124042	0.00475034328240718	0.00405893854240122	0.00494310651352697	0.00377357209501381
1.3	0.00373085219092278	0.00362175626194287	0.00422901969265194	0.00301449283123381	0.00462424194810191	0.00226869243880668
1.4	0.00294418762029499	0.0027876888821739	0.00351591697906731	0.0020594607852805	0.00397494112168291	0.00117161167537694
1.5	0.00265329548671032	0.00265827586426688	0.00320125439136422	0.00211529733716954	0.00353611604755403	0.00170564553556973
1.6	0.00275065924184479	0.00252708281133823	0.00332127596025765	0.0017328896624188	0.00366919322863238	0.000768854803993068
1.7	0.00304454006577284	0.00281979997314354	0.00355622255982315	0.00208337738646393	0.00377453328486238	0.001209305607967
