Reported_Power_Median,Measured_Power_Median,Ratio_Median_Power,Enb_Config,Non_Enb_Config,Round,Total_Tx_Power,Negative_Power_Headroom_Percentage
-6.021,-73.122,67.101,7,2,3,0.0,0.135
-26.021,-93.236,67.215,7,3,3,-20.0,0.0
-6.021,-73.04,67.019,7,4,3,0.0,0.11599999999999999
-27.021,-94.182,67.161,7,5,3,-21.0,0.0
-4.021,-71.156,67.135,7,6,3,2.0,0.124
-26.021,-93.265,67.244,7,7,3,-20.0,0.0
-6.021,-72.447,66.426,7,8,3,1.0,0.107
-26.021,-93.27,67.249,7,9,3,-20.0,0.0
-6.021,-73.126,67.105,7,10,3,0.0,0.105
-26.021,-93.156,67.135,7,11,3,-20.0,0.0
-6.021,-73.09100000000001,67.07000000000001,7,12,3,0.0,0.162
-26.021,-93.26799999999999,67.24699999999999,7,13,3,-20.0,0.0
-7.021,-74.047,67.026,7,14,3,-1.0,0.111
-26.021,-93.175,67.154,7,15,3,-20.0,0.0
-6.021,-73.089,67.068,7,16,3,0.0,0.17
-26.021,-93.098,67.077,7,17,3,-20.0,0.0
-6.021,-72.827,66.806,7,18,3,0.0,0.0
-25.021,-92.10600000000001,67.08500000000001,7,19,3,-19.0,0.0
-6.021,-73.072,67.051,7,20,3,0.0,0.0
-27.01,-91.67200000000001,64.662,7,21,3,-19.5,0.0
-6.021,-73.067,67.04599999999999,7,22,3,0.0,0.059000000000000004
-26.021,-93.189,67.16799999999999,7,23,3,-20.0,0.0
-6.021,-73.027,67.006,7,24,3,0.0,0.071
-26.021,-93.115,67.094,7,25,3,-20.0,0.0
-6.021,-73.042,67.021,7,26,3,0.0,0.045
-25.021,-92.163,67.142,7,27,3,-19.0,0.0
-6.021,-73.075,67.054,7,28,3,0.0,0.04
-25.021,-92.09100000000001,67.07000000000001,7,29,3,-19.0,0.0
-6.021,-73.056,67.035,7,30,3,0.0,0.0
-26.01,-92.686,66.676,7,31,3,-20.0,0.0
-6.021,-73.08800000000001,67.06700000000001,7,32,3,0.0,0.0
-29.021,-93.697,64.676,7,1,4,-23.0,0.0
-10.021,-74.669,64.648,7,2,4,-4.0,0.099
-27.021,-91.693,64.672,7,3,4,-21.0,0.0
-9.021,-73.609,64.588,7,4,4,-3.0,0.059000000000000004
-29.021,-93.7,64.679,7,5,4,-23.0,0.0
-9.021,-73.645,64.624,7,6,4,-3.0,0.11199999999999999
-29.021,-93.738,64.717,7,7,4,-23.0,0.0
-7.021,-71.60600000000001,64.58500000000001,7,8,4,-1.0,0.059000000000000004
-29.021,-93.74799999999999,64.72699999999999,7,9,4,-23.0,0.0
-7.021,-71.657,64.636,7,10,4,-1.0,0.066
-27.021,-91.691,64.67,7,11,4,-21.0,0.0
-7.021,-71.608,64.587,7,12,4,-1.0,0.10800000000000001
-30.021,-94.73899999999999,64.71799999999999,7,13,4,-24.0,0.0
-10.021,-74.62899999999999,64.60799999999999,7,14,4,-4.0,0.065
-29.021,-93.738,64.717,7,15,4,-23.0,0.0
-7.021,-71.61399999999999,64.59299999999999,7,16,4,-1.0,0.125
-29.021,-93.648,64.627,7,17,4,-23.0,0.0
-7.021,-71.611,64.59,7,18,4,-1.0,0.0
-30.021,-94.681,64.66,7,19,4,-24.0,0.0
-7.021,-71.643,64.622,7,20,4,-1.0,0.0
-29.021,-93.681,64.66,7,21,4,-23.0,0.0
-7.021,-71.611,64.59,7,22,4,-1.0,0.009000000000000001
-27.021,-91.667,64.646,7,23,4,-21.0,0.0
-7.021,-71.58800000000001,64.56700000000001,7,24,4,-1.0,0.018000000000000002
-29.021,-93.65299999999999,64.63199999999999,7,25,4,-23.0,0.0
-9.021,-73.571,64.55,7,26,4,-3.0,0.114
-27.021,-91.67200000000001,64.65100000000001,7,27,4,-21.0,0.0
-7.021,-71.567,64.54599999999999,7,28,4,-1.0,0.156
-29.021,-93.65899999999999,64.63799999999999,7,29,4,-23.0,0.0
-7.021,-71.615,64.594,7,30,4,-1.0,0.0
-29.021,-93.67,64.649,7,31,4,-23.0,0.0
-9.021,-73.623,64.602,7,32,4,-3.0,0.0
-5.021,-69.928,64.907,8,1,1,1.0,0.0
-7.021,-71.836,64.815,8,3,1,-1.0,0.0
14.979000000000001,-49.864,64.843,8,4,1,21.0,0.052000000000000005
3.9789999999999996,-60.853,64.83200000000001,8,5,1,10.0,0.0
-5.021,-69.986,64.965,8,7,1,1.0,0.0
15.979000000000001,-49.214,65.193,8,8,1,22.0,0.053
-7.021,-71.829,64.80799999999999,8,9,1,-1.0,0.0
14.979000000000001,-50.023,65.00200000000001,8,10,1,21.0,0.054000000000000006
-5.021,-69.923,64.902,8,11,1,1.0,0.0
-5.021,-69.97,64.949,8,13,1,1.0,0.0
15.979000000000001,-49.028,65.007,8,14,1,22.0,0.038
-5.021,-69.937,64.916,8,15,1,1.0,0.0
-7.021,-71.844,64.823,8,17,1,2.0,0.0
6.229,-60.645,66.87400000000001,8,18,1,21.0,0.561
3.99,-60.775,64.765,8,19,1,13.5,0.0
-5.01,-69.694,64.684,8,21,1,8.0,0.0
-4.01,-68.684,64.67399999999999,8,23,1,9.0,0.0
0.99,-63.937,64.92699999999999,8,25,1,16.5,0.0
-4.99,-69.634,64.644,8,27,1,11.5,0.0
-2.01,-66.926,64.916,8,29,1,7.5,0.0
8.198,-59.54600000000001,67.744,8,30,1,21.0,0.614
-5.021,-69.895,64.874,8,31,1,4.0,0.0
-5.021,-70.59899999999999,65.57799999999999,8,1,2,1.0,0.0
-4.021,-69.615,65.594,8,3,2,2.0,0.0
14.979000000000001,-50.485,65.464,8,4,2,21.0,0.028999999999999998
-2.021,-67.514,65.493,8,5,2,4.0,0.0
-2.021,-67.684,65.663,8,7,2,4.0,0.0
15.979000000000001,-49.722,65.70100000000001,8,8,2,22.0,0.040999999999999995
-2.021,-67.556,65.535,8,9,2,4.0,0.0
14.979000000000001,-50.55,65.529,8,10,2,21.0,0.040999999999999995
-2.021,-67.54,65.519,8,11,2,4.0,0.0
-3.0210000000000004,-68.558,65.537,8,13,2,3.0,0.0
15.979000000000001,-49.836999999999996,65.816,8,14,2,22.0,0.039
-2.021,-67.594,65.573,8,15,2,4.0,0.0
-2.021,-67.535,65.514,8,17,2,7.0,0.0
6.229,-61.324,67.553,8,18,2,21.0,0.5589999999999999
-4.01,-69.577,65.567,8,19,2,6.0,0.0
4.979,-61.407,66.386,8,20,2,21.0,0.55
-2.01,-67.408,65.398,8,21,2,11.0,0.0
-2.01,-67.39,65.38,8,23,2,11.0,0.0
-5.01,-70.378,65.368,8,25,2,10.0,0.0
-2.01,-67.367,65.357,8,27,2,14.0,0.0
-5.01,-70.51899999999999,65.50899999999999,8,29,2,4.5,0.0
-5.021,-70.512,65.491,8,31,2,4.0,0.0
6.979,-59.236000000000004,66.215,8,1,3,13.0,0.0
2.9789999999999996,-63.251000000000005,66.23,8,3,3,9.0,0.0
15.979000000000001,-50.412,66.391,8,4,3,22.0,0.106
0.9790000000000001,-65.157,66.136,8,5,3,7.0,0.0
2.9789999999999996,-63.104,66.083,8,7,3,9.0,0.0
15.979000000000001,-50.518,66.497,8,8,3,22.0,0.098
2.9789999999999996,-63.122,66.101,8,9,3,9.0,0.0
15.979000000000001,-50.416000000000004,66.39500000000001,8,10,3,22.0,0.085
2.9789999999999996,-62.975,65.95400000000001,8,11,3,9.0,0.0
2.9789999999999996,-63.1,66.07900000000001,8,13,3,9.0,0.0
15.979000000000001,-50.413000000000004,66.39200000000001,8,14,3,22.0,0.115
2.9789999999999996,-63.045,66.024,8,15,3,9.0,0.0
2.9789999999999996,-63.062,66.041,8,17,3,12.0,0.0
2.99,-63.005,65.995,8,19,3,12.0,0.0
5.437,-61.086000000000006,66.52300000000001,8,21,3,18.5,0.0
-1.021,-67.607,66.586,8,23,3,12.0,0.0
2.99,-62.945,65.935,8,25,3,17.5,0.0
-4.01,-70.265,66.255,8,27,3,12.0,0.0
1.99,-64.149,66.139,8,29,3,11.5,0.0
2.9789999999999996,-63.008,65.98700000000001,8,31,3,12.0,0.0
-6.021,-73.711,67.69,8,1,4,0.0,0.0
-3.0210000000000004,-70.791,67.77,8,3,4,3.0,0.0
-6.021,-73.667,67.646,8,5,4,0.0,0.0
-6.021,-73.756,67.735,8,7,4,0.0,0.0
-3.0210000000000004,-70.741,67.72,8,9,4,3.0,0.0
13.979000000000001,-53.831,67.81,8,10,4,20.0,0.055
-3.0210000000000004,-70.71600000000001,67.69500000000001,8,11,4,3.0,0.0
-6.021,-73.758,67.737,8,13,4,0.0,0.0
-3.0210000000000004,-70.733,67.712,8,15,4,3.0,0.0
-6.021,-73.558,67.537,8,17,4,3.0,0.0
-3.01,-70.666,67.65599999999999,8,19,4,7.5,0.0
-3.01,-70.51,67.5,8,21,4,10.5,0.0
-3.01,-70.45,67.44,8,23,4,10.0,0.0
-6.01,-73.434,67.42399999999999,8,25,4,8.5,0.0
-3.01,-70.506,67.496,8,27,4,7.0,0.0
-6.01,-73.645,67.63499999999999,8,29,4,4.5,0.0
-6.021,-73.517,67.496,8,31,4,3.0,0.0
-27.021,-92.926,65.905,9,1,1,-21.0,1.0
-10.021,-75.62,65.599,9,2,1,-4.0,1.0
-27.021,-92.632,65.611,9,3,1,-21.0,1.0
-9.021,-74.48,65.459,9,4,1,-2.5,1.0
-27.021,-92.63600000000001,65.61500000000001,9,5,1,-21.0,1.0
-7.021,-72.587,65.566,9,6,1,-1.0,1.0
-27.021,-92.745,65.724,9,7,1,-21.0,1.0
-8.021,-73.611,65.59,9,8,1,-2.0,1.0
-27.021,-92.66799999999999,65.64699999999999,9,9,1,-21.0,1.0
-8.021,-73.869,65.848,9,10,1,-2.0,1.0
-27.021,-92.811,65.79,9,11,1,-21.0,1.0
-9.021,-75.56,66.539,9,12,1,-3.5,1.0
-27.021,-92.97,65.949,9,13,1,-21.0,1.0
-10.021,-75.598,65.577,9,14,1,-4.0,1.0
-27.021,-92.958,65.937,9,15,1,-21.0,1.0
-7.021,-73.141,66.12,9,16,1,-1.5,1.0
-27.021,-92.852,65.831,9,17,1,-21.0,1.0
-7.021,-73.09100000000001,66.07000000000001,9,18,1,-2.0,1.0
-27.021,-92.986,65.965,9,19,1,-21.0,1.0
-6.021,-71.984,65.963,9,20,1,-0.5,1.0
-27.021,-92.66799999999999,65.64699999999999,9,21,1,-21.0,1.0
-8.782,-74.204,65.422,9,22,1,-0.5,1.0
-27.01,-92.694,65.684,9,23,1,-24.0,1.0
-9.021,-74.548,65.527,9,24,1,-3.0,1.0
-27.021,-92.59700000000001,65.57600000000001,9,25,1,-21.0,1.0
-8.792,-74.414,65.622,9,26,1,-2.5,1.0
-27.021,-92.50399999999999,65.48299999999999,9,27,1,-21.0,1.0
-9.01,-74.405,65.395,9,28,1,-1.0,1.0
-27.01,-92.59200000000001,65.58200000000001,9,29,1,-19.0,1.0
-7.021,-73.095,66.074,9,30,1,-1.5,1.0
-27.021,-92.579,65.55799999999999,9,31,1,-21.0,1.0
-9.021,-74.544,65.523,9,32,1,-3.0,1.0
-26.021,-92.29700000000001,66.27600000000001,9,1,2,-20.0,1.0
-9.021,-75.21300000000001,66.19200000000001,9,2,2,-3.0,1.0
-26.021,-92.772,66.751,9,3,2,-20.5,1.0
-9.021,-75.154,66.133,9,4,2,-3.0,1.0
-26.021,-92.294,66.273,9,5,2,-20.0,1.0
-9.021,-75.197,66.176,9,6,2,-3.0,1.0
-26.021,-92.376,66.355,9,7,2,-20.0,1.0
-9.021,-75.191,66.17,9,8,2,-3.0,1.0
-27.01,-92.685,65.675,9,9,2,-20.5,1.0
-9.021,-75.179,66.158,9,10,2,-3.0,1.0
-26.021,-92.305,66.284,9,11,2,-20.0,1.0
-9.021,-75.236,66.215,9,12,2,-3.0,1.0
-26.021,-92.35600000000001,66.33500000000001,9,13,2,-20.0,1.0
-9.021,-75.169,66.148,9,14,2,-3.0,1.0
-26.021,-92.339,66.318,9,15,2,-20.0,1.0
-8.021,-74.217,66.196,9,16,2,-2.0,1.0
-26.781999999999996,-92.81200000000001,66.03000000000002,9,17,2,-19.5,1.0
-9.021,-75.173,66.152,9,18,2,-3.0,1.0
-26.021,-92.52,66.499,9,19,2,-20.0,1.0
-9.021,-75.156,66.135,9,20,2,-3.0,1.0
-27.01,-92.777,65.767,9,21,2,-21.0,1.0
-5.01,-71.14399999999999,66.13399999999999,9,22,2,1.0,1.0
-27.01,-93.07799999999999,66.06799999999998,9,23,2,-21.0,1.0
-9.021,-75.123,66.102,9,24,2,-3.0,1.0
-26.021,-92.26299999999999,66.24199999999999,9,25,2,-20.0,1.0
-9.021,-75.165,66.144,9,26,2,-3.0,1.0
-26.021,-92.101,66.08,9,27,2,-20.0,1.0
-8.021,-74.072,66.051,9,28,2,-2.0,1.0
-26.021,-92.34100000000001,66.32000000000001,9,29,2,-20.0,1.0
-8.021,-74.196,66.175,9,30,2,-2.0,1.0
-26.021,-92.14399999999999,66.12299999999999,9,31,2,-20.0,1.0
-9.021,-75.146,66.125,9,32,2,-3.0,1.0
-26.021,-92.90899999999999,66.88799999999999,9,1,3,-19.5,1.0
-8.021,-75.04899999999999,67.02799999999999,9,2,3,-2.0,1.0
-25.021,-92.762,67.741,9,3,3,-19.5,1.0
-6.021,-73.018,66.997,9,4,3,0.0,1.0
-26.021,-93.09200000000001,67.07100000000001,9,5,3,-20.0,1.0
-8.021,-75.065,67.044,9,6,3,-2.0,1.0
-26.021,-93.027,67.006,9,7,3,-20.0,1.0
-8.021,-75.025,67.004,9,8,3,-2.0,1.0
-25.021,-92.117,67.096,9,9,3,-19.0,1.0
-6.021,-73.035,67.014,9,10,3,0.0,1.0
-26.021,-93.18700000000001,67.16600000000001,9,11,3,-20.0,1.0
-8.021,-75.10300000000001,67.08200000000001,9,12,3,-2.0,1.0
-26.021,-92.66,66.639,9,13,3,-20.0,1.0
-8.021,-74.99,66.969,9,14,3,-2.0,1.0
-25.021,-91.79899999999999,66.77799999999999,9,15,3,-18.5,1.0
-8.021,-75.082,67.06099999999999,9,16,3,-2.0,1.0
-25.781999999999996,-92.42399999999999,66.642,9,17,3,-19.0,1.0
-8.021,-75.00399999999999,66.98299999999999,9,18,3,-2.0,1.0
-25.031,-92.751,67.72,9,19,3,-19.5,1.0
-7.021,-74.03399999999999,67.01299999999999,9,20,3,-1.0,1.0
-25.021,-92.541,67.52,9,21,3,-22.0,1.0
-8.01,-75.0,66.99,9,22,3,-2.0,1.0
-26.021,-93.18799999999999,67.16699999999999,9,23,3,-20.0,1.0
-8.021,-74.986,66.965,9,24,3,-2.0,1.0
-25.021,-92.155,67.134,9,25,3,-19.0,1.0
-8.021,-75.001,66.98,9,26,3,-2.0,1.0
-25.021,-92.087,67.066,9,27,3,-19.5,1.0
-8.021,-74.958,66.937,9,28,3,-2.0,1.0
-26.01,-92.986,66.976,9,29,3,-19.0,1.0
-8.021,-75.041,67.02,9,30,3,-3.5,1.0
-24.031,-91.34,67.309,9,31,3,-18.5,1.0
-8.01,-75.03,67.02,9,32,3,-5.0,1.0
-27.021,-91.70299999999999,64.68199999999999,9,1,4,-21.0,1.0
-10.021,-74.66199999999999,64.64099999999999,9,2,4,-4.0,1.0
-27.021,-91.7,64.679,9,3,4,-21.0,1.0
-10.021,-74.633,64.612,9,4,4,-4.0,1.0
-27.021,-91.704,64.68299999999999,9,5,4,-21.0,1.0
-10.021,-74.646,64.625,9,6,4,-4.0,1.0
-27.021,-91.70100000000001,64.68,9,7,4,-21.0,1.0
-10.021,-74.612,64.591,9,8,4,-4.0,1.0
-27.021,-91.72200000000001,64.70100000000001,9,9,4,-21.0,1.0
-10.021,-74.65100000000001,64.63000000000001,9,10,4,-4.0,1.0
-28.021,-92.715,64.694,9,11,4,-22.0,1.0
-10.021,-74.694,64.673,9,12,4,-4.0,1.0
-27.021,-91.689,64.66799999999999,9,13,4,-21.0,1.0
-10.021,-74.616,64.595,9,14,4,-4.0,1.0
-27.021,-91.69200000000001,64.671,9,15,4,-21.0,1.0
-10.021,-74.653,64.632,9,16,4,-4.0,1.0
-27.021,-91.68,64.659,9,17,4,-21.0,1.0
-10.021,-74.63600000000001,64.61500000000001,9,18,4,-4.0,1.0
-27.051,-92.06200000000001,65.01100000000001,9,19,4,-18.5,1.0
-10.021,-74.655,64.634,9,20,4,-4.0,1.0
-27.021,-91.70200000000001,64.68100000000001,9,21,4,-21.0,1.0
-10.021,-74.61,64.589,9,22,4,-4.0,1.0
-28.01,-92.758,64.74799999999999,9,23,4,-24.5,1.0
-7.021,-71.715,64.694,9,24,4,-2.0,1.0
-27.021,-91.697,64.676,9,25,4,-21.0,1.0
-10.021,-74.558,64.537,9,26,4,-4.0,1.0
-27.021,-91.62700000000001,64.60600000000001,9,27,4,-21.0,1.0
-10.01,-74.545,64.535,9,28,4,-1.5,1.0
-27.01,-91.63799999999999,64.62799999999999,9,29,4,-19.0,1.0
-10.01,-74.206,64.196,9,30,4,-5.0,1.0
-27.021,-91.495,64.474,9,31,4,-21.0,1.0
-10.01,-74.612,64.60199999999999,9,32,4,-7.0,1.0
15.979000000000001,-50.702,66.681,10,1,1,22.0,1.0
15.979000000000001,-50.6,66.57900000000001,10,4,1,22.0,1.0
15.979000000000001,-50.501999999999995,66.481,10,5,1,22.0,1.0
15.979000000000001,-50.762,66.741,10,8,1,22.0,1.0
15.979000000000001,-50.668,66.647,10,10,1,22.0,1.0
15.979000000000001,-50.476000000000006,66.45500000000001,10,11,1,22.0,1.0
15.979000000000001,-51.486999999999995,67.466,10,14,1,22.0,1.0
15.979000000000001,-50.828,66.807,10,15,1,22.0,1.0
15.979000000000001,-51.49100000000001,67.47000000000001,10,18,1,22.0,1.0
15.979000000000001,-51.14,67.119,10,20,1,22.0,1.0
15.979000000000001,-51.758,67.73700000000001,10,24,1,22.0,1.0
15.979000000000001,-50.601000000000006,66.58000000000001,10,25,1,22.0,1.0
15.979000000000001,-50.349,66.328,10,27,1,22.0,1.0
15.979000000000001,-51.788000000000004,67.76700000000001,10,31,1,22.0,1.0
15.979000000000001,-50.397,66.376,10,1,2,22.0,1.0
15.979000000000001,-50.38399999999999,66.363,10,4,2,22.0,1.0
15.979000000000001,-50.273,66.25200000000001,10,5,2,22.0,1.0
15.979000000000001,-50.948,66.927,10,8,2,22.0,1.0
15.979000000000001,-50.316,66.295,10,10,2,22.0,1.0
15.979000000000001,-51.472,67.45100000000001,10,11,2,22.0,1.0
15.979000000000001,-50.288000000000004,66.26700000000001,10,14,2,22.0,1.0
15.979000000000001,-50.483000000000004,66.462,10,15,2,22.0,1.0
15.979000000000001,-51.047,67.026,10,16,2,22.0,1.0
15.979000000000001,-50.328,66.307,10,18,2,22.0,1.0
15.979000000000001,-50.255,66.23400000000001,10,20,2,22.0,1.0
15.979000000000001,-50.632,66.611,10,24,2,22.0,1.0
15.979000000000001,-50.369,66.348,10,25,2,22.0,1.0
15.979000000000001,-50.91,66.889,10,26,2,22.0,1.0
15.979000000000001,-50.381,66.36,10,27,2,22.0,1.0
15.979000000000001,-50.535,66.514,10,31,2,22.0,1.0
15.979000000000001,-51.668,67.647,10,1,3,22.0,1.0
15.979000000000001,-51.591,67.57000000000001,10,4,3,22.0,1.0
15.979000000000001,-51.54,67.519,10,5,3,22.0,1.0
15.979000000000001,-51.648999999999994,67.628,10,8,3,22.0,1.0
15.979000000000001,-49.998999999999995,65.978,10,10,3,22.0,1.0
15.979000000000001,-51.611999999999995,67.591,10,11,3,22.0,1.0
15.979000000000001,-51.558,67.537,10,14,3,22.0,1.0
15.979000000000001,-51.722,67.70100000000001,10,15,3,22.0,1.0
15.979000000000001,-51.59,67.569,10,18,3,22.0,1.0
15.979000000000001,-51.535,67.514,10,20,3,22.0,1.0
15.979000000000001,-50.318999999999996,66.298,10,25,3,22.0,1.0
15.979000000000001,-51.558,67.537,10,27,3,22.0,1.0
15.979000000000001,-51.827,67.806,10,31,3,22.0,1.0
-26.01,-92.39200000000001,66.382,12,1,2,-10.5,1.0
-14.99,-82.238,67.248,12,2,2,2.0,1.0
-26.01,-92.662,66.652,12,3,2,-13.0,1.0
-26.01,-92.501,66.491,12,5,2,-17.0,1.0
-14.99,-82.13799999999999,67.148,12,6,2,2.0,1.0
-26.021,-92.773,66.752,12,7,2,-11.0,1.0
-14.812000000000001,-82.098,67.286,12,8,2,2.0,1.0
-26.031,-92.741,66.71000000000001,12,9,2,-17.0,1.0
-14.812000000000001,-82.12200000000001,67.31000000000002,12,10,2,2.0,1.0
-24.01,-90.632,66.622,12,11,2,-15.0,1.0
-26.553,-93.214,66.661,12,13,2,-12.0,1.0
-26.01,-92.78299999999999,66.77299999999998,12,15,2,-23.0,1.0
-24.01,-90.728,66.71799999999999,12,17,2,-14.0,1.0
-26.01,-92.6,66.58999999999999,12,19,2,-15.0,1.0
-14.99,-82.179,67.18900000000001,12,20,2,2.0,1.0
-26.01,-92.464,66.454,12,21,2,-20.0,1.0
-26.01,-92.705,66.695,12,23,2,-20.0,1.0
-27.01,-93.54,66.53,12,25,2,-11.75,1.0
-26.01,-92.75200000000001,66.742,12,27,2,-23.0,1.0
-26.01,-92.708,66.698,12,29,2,-15.0,1.0
-27.01,-94.43700000000001,67.427,12,31,2,-24.0,1.0
-25.0,-92.47200000000001,67.47200000000001,12,1,3,-12.0,1.0
-25.01,-92.389,67.37899999999999,12,3,3,-9.5,1.0
-25.01,-92.29799999999999,67.28799999999998,12,5,3,-16.0,1.0
-25.01,-92.477,67.467,12,7,3,-13.0,1.0
-25.99,-93.493,67.503,12,9,3,-16.5,1.0
-25.01,-92.352,67.342,12,11,3,-19.0,1.0
-25.99,-93.484,67.494,12,13,3,-12.75,1.0
-25.01,-92.539,67.529,12,15,3,-22.0,1.0
-6.01,-73.346,67.336,12,16,3,-3.0,1.0
-25.01,-92.43700000000001,67.427,12,17,3,-16.0,1.0
-25.021,-92.346,67.325,12,19,3,-13.5,1.0
-27.01,-94.225,67.21499999999999,12,21,3,-22.5,1.0
-25.01,-92.21,67.19999999999999,12,25,3,-11.75,1.0
-25.01,-92.588,67.57799999999999,12,27,3,-22.0,1.0
-26.021,-93.396,67.375,12,29,3,-16.0,1.0
-27.01,-94.492,67.482,12,31,3,-24.0,1.0
5.01,-59.268,64.278,13,4,1,22.0,1.0
6.5889999999999995,-60.67100000000001,67.26,13,6,1,21.5,1.0
9.959,-55.261,65.22,13,7,1,22.0,1.0
5.01,-59.321000000000005,64.331,13,8,1,22.0,1.0
6.985,-60.601000000000006,67.58600000000001,13,9,1,21.5,1.0
5.437,-59.589,65.026,13,10,1,22.0,1.0
4.188,-60.566,64.754,13,11,1,21.5,1.0
12.0,-53.205,65.205,13,12,1,22.0,1.0
4.01,-60.578,64.58800000000001,13,14,1,21.5,1.0
5.01,-59.258,64.268,13,15,1,22.0,1.0
15.979000000000001,-48.762,64.741,13,17,1,22.0,1.0
15.979000000000001,-48.586000000000006,64.56500000000001,13,18,1,22.0,1.0
15.979000000000001,-48.816,64.795,13,19,1,22.0,1.0
15.979000000000001,-48.593999999999994,64.573,13,20,1,22.0,1.0
15.979000000000001,-48.559,64.538,13,21,1,22.0,1.0
15.979000000000001,-49.205,65.184,13,22,1,22.0,1.0
15.979000000000001,-48.582,64.561,13,23,1,22.0,1.0
15.979000000000001,-50.711999999999996,66.691,13,24,1,22.0,1.0
15.979000000000001,-48.628,64.607,13,25,1,22.0,1.0
15.979000000000001,-48.955,64.934,13,26,1,22.0,1.0
15.979000000000001,-48.621,64.60000000000001,13,27,1,22.0,1.0
15.979000000000001,-48.67100000000001,64.65,13,28,1,22.0,1.0
15.979000000000001,-48.799,64.778,13,29,1,22.0,1.0
15.979000000000001,-48.523,64.50200000000001,13,30,1,22.0,1.0
15.979000000000001,-48.57,64.549,13,31,1,22.0,1.0
15.979000000000001,-48.507,64.486,13,32,1,22.0,1.0
4.01,-63.075,67.08500000000001,13,3,2,21.5,1.0
5.01,-61.696000000000005,66.706,13,4,2,22.0,1.0
5.01,-61.788999999999994,66.79899999999999,13,5,2,22.0,1.0
11.208,-56.208,67.416,13,8,2,22.0,1.0
5.01,-61.803999999999995,66.814,13,11,2,22.0,1.0
5.01,-61.701,66.711,13,14,2,22.0,1.0
15.979000000000001,-51.17100000000001,67.15,13,17,2,22.0,1.0
15.979000000000001,-50.855,66.834,13,18,2,22.0,1.0
15.979000000000001,-50.941,66.92,13,19,2,22.0,1.0
15.979000000000001,-50.858999999999995,66.838,13,20,2,22.0,1.0
15.979000000000001,-50.898,66.87700000000001,13,21,2,22.0,1.0
15.979000000000001,-51.193000000000005,67.17200000000001,13,22,2,22.0,1.0
15.979000000000001,-50.858999999999995,66.838,13,23,2,22.0,1.0
15.979000000000001,-50.981,66.96000000000001,13,24,2,22.0,1.0
15.979000000000001,-50.93600000000001,66.915,13,25,2,22.0,1.0
15.979000000000001,-50.926,66.905,13,27,2,22.0,1.0
15.979000000000001,-50.931000000000004,66.91000000000001,13,29,2,22.0,1.0
15.979000000000001,-50.833999999999996,66.813,13,30,2,22.0,1.0
15.979000000000001,-50.895,66.87400000000001,13,31,2,22.0,1.0
15.979000000000001,-50.858999999999995,66.838,13,32,2,22.0,1.0
5.01,-62.353,67.363,13,4,3,22.0,1.0
5.01,-62.379,67.389,13,8,3,22.0,1.0
5.01,-62.388000000000005,67.39800000000001,13,11,3,22.0,1.0
9.959,-57.742,67.701,13,14,3,22.0,1.0
15.979000000000001,-51.553999999999995,67.533,13,17,3,22.0,1.0
15.979000000000001,-51.488,67.467,13,18,3,22.0,1.0
15.979000000000001,-51.495,67.474,13,20,3,22.0,1.0
15.979000000000001,-51.474,67.453,13,21,3,22.0,1.0
15.979000000000001,-51.464,67.443,13,23,3,22.0,1.0
15.979000000000001,-51.663000000000004,67.64200000000001,13,24,3,22.0,1.0
15.979000000000001,-51.538999999999994,67.518,13,25,3,22.0,1.0
15.979000000000001,-51.667,67.646,13,26,3,22.0,1.0
15.979000000000001,-51.522,67.501,13,27,3,22.0,1.0
15.979000000000001,-51.615,67.59400000000001,13,28,3,22.0,1.0
15.979000000000001,-51.592,67.571,13,29,3,22.0,1.0
15.979000000000001,-51.43,67.409,13,30,3,22.0,1.0
15.979000000000001,-51.478,67.45700000000001,13,31,3,22.0,1.0
15.979000000000001,-51.431000000000004,67.41000000000001,13,32,3,22.0,1.0
-27.781999999999996,-91.79799999999999,64.01599999999999,14,1,1,-18.0,1.0
-8.0,-72.792,64.792,14,2,1,2.0,1.0
-27.99,-92.874,64.884,14,3,1,-14.5,1.0
-7.812,-72.682,64.87,14,4,1,1.0,1.0
-27.811999999999998,-92.777,64.965,14,5,1,-19.0,1.0
-7.99,-72.74,64.75,14,6,1,3.0,1.0
-26.99,-91.958,64.968,14,7,1,-16.0,1.0
-8.0,-72.694,64.694,14,8,1,1.0,1.0
-28.0,-92.87100000000001,64.87100000000001,14,9,1,-18.0,1.0
-7.99,-72.664,64.674,14,10,1,1.0,1.0
-25.811999999999998,-90.825,65.013,14,11,1,-17.0,1.0
-7.99,-72.73,64.74000000000001,14,12,1,3.0,1.0
-27.051,-92.399,65.348,14,13,1,-14.0,1.0
-7.812,-72.619,64.807,14,14,1,1.0,1.0
-26.811999999999998,-91.81299999999999,65.00099999999999,14,15,1,-18.0,1.0
-8.0,-72.702,64.702,14,16,1,5.0,1.0
-28.021,-92.81299999999999,64.79199999999999,14,17,1,-19.5,1.0
-8.021,-72.714,64.693,14,18,1,-2.0,1.0
-27.01,-91.814,64.80399999999999,14,19,1,-17.5,1.0
-8.021,-72.71,64.689,14,20,1,-2.0,1.0
-27.01,-91.902,64.892,14,21,1,-24.0,1.0
-8.01,-72.73,64.72,14,22,1,1.5,1.0
-28.01,-92.868,64.85799999999999,14,23,1,-25.0,1.0
