!Freq, Total standard uncertainty, ICDiameter, OCDiameter, MetalCond_0, AL3515_Length, PinDiameterP1_0, PinDiameterP2_0, PinDepthP1_0, PinDepthP2_0, PinDepthTotal_0, Position_0, AL3502_Length, AL3504_Length, AL3505_Length, AL3514_Length, Shorts_Length
0.2	0.000290343286259599	4.91933149960144E-05	5.48655327468929E-05	0.000278803673984643	6.72746026385848E-06	6.34163326213889E-08	4.995100401535E-08	9.85688669379384E-06	9.85688669379384E-06	9.85688669379384E-06	2.38083254620446E-05	7.91712999349782E-06	4.57848158345658E-06	2.6588530862787E-06	1.19681718982936E-05	3.77302356024956E-17
0.3	0.000185962069137439	5.93191192290931E-05	1.58560372749872E-05	0.000171749711531788	3.16673530184738E-06	7.47536609262828E-08	6.64263953768611E-08	1.26532106500899E-05	1.26532106500899E-05	1.26532106500899E-05	2.60138214627321E-05	8.04152445324719E-06	3.54892503572459E-06	1.45031314487468E-06	8.20507101583845E-06	2.51534904016637E-17
0.4	9.51231532095342E-05	7.28298229124642E-05	3.15697063497399E-05	3.44337932515122E-05	1.314817203999E-06	9.65786591641989E-08	1.02005496770228E-07	1.92421741380695E-05	1.92421741380695E-05	1.92421741380695E-05	1.98122908187715E-05	6.93645585343999E-06	1.81759035831246E-06	1.75903160702737E-07	2.32175729178831E-06	8.67361737988404E-18
0.5	0.000155359513232968	8.66597151729406E-05	1.5134031102476E-05	8.53601675896475E-05	7.0770937234477E-06	2.06499883118397E-07	2.30096719777955E-07	5.07049515780108E-05	5.07049515780108E-05	5.07049515780108E-05	7.20482751402629E-06	5.03208391936178E-06	1.73452689039913E-07	1.96621053896989E-06	3.55948078535496E-05	1.69135538907739E-17
0.6	0.000280571115890539	9.81839782777895E-05	8.02443697152854E-06	0.000257053586149857	1.33497114560193E-05	1.10734800700535E-07	7.90707575452736E-08	1.66555862665171E-05	1.66555862665171E-05	1.66555862665171E-05	4.26676962724682E-05	2.75624116950583E-06	2.31534432029983E-06	3.97869898604913E-06	8.90734151616718E-06	9.97465998686664E-18
0.7	0.000324385160245622	0.000105736279068539	1.2175161291904E-05	0.000292663289872624	9.68433691586612E-06	6.54093104098322E-08	4.38642269468686E-08	5.76081044603022E-06	5.76081044603022E-06	5.76081044603022E-06	8.89041309862487E-05	3.83386273361888E-07	4.66750190237803E-06	6.33755334331857E-06	9.28119830569379E-06	7.80625564189563E-18
0.8	0.000330971703327754	0.000108945574629186	8.73325999214448E-06	0.000281648153945178	1.08323249576204E-05	3.7499537352062E-08	1.39808220418237E-07	2.1484282720855E-05	2.1484282720855E-05	2.1484282720855E-05	0.000127325478983493	1.69549181519481E-06	7.19002671610743E-06	8.985605091048E-06	2.05427461417041E-05	4.33680868994202E-18
0.9	0.000322347369914718	0.000111756331999294	1.29484747473374E-05	0.000243831190935619	1.00968829538544E-05	3.91588372006257E-08	2.62461659648883E-07	4.72406674100678E-05	4.72406674100678E-05	4.72406674100678E-05	0.000152563849045059	3.44102055417021E-06	9.81478457131625E-06	1.11715542875958E-05	3.86170268325825E-05	5.03069808033274E-17
1	0.000283890271542133	0.000123265124851177	6.55387250651958E-05	0.000223311654615967	9.85721832725758E-08	1.02847922118024E-07	4.57560594621653E-08	1.80087950977983E-06	1.80087950977983E-06	1.80087950977983E-06	0.000104194230927168	4.53993723332612E-06	1.17373511302104E-05	9.60560956364889E-06	1.09152131062273E-05	7.80625564189563E-18
1.1	0.000265901401755011	0.000161495805811433	5.76724606825918E-05	0.000162066010119135	6.25491166300965E-06	2.44587858943754E-07	2.26140512231063E-07	6.033646057529E-05	6.033646057529E-05	6.033646057529E-05	3.5327820739328E-05	4.85119464946511E-06	1.0105778224705E-05	6.25807461037374E-06	5.15516851080254E-05	2.08166817117217E-17
1.2	0.000325451083117029	0.000247944931656178	0.000129737153396733	4.46729578708867E-05	1.75991707683683E-07	2.72279152490999E-07	3.64308064083885E-07	8.66672810077756E-05	8.66672810077756E-05	8.66672810077756E-05	7.9536349132589E-06	4.39834514319882E-06	5.40727375288735E-08	5.03476723785288E-05	2.15157808197619E-05	1.99493199737333E-17
1.3	0.000529450186965936	0.000375561347061346	0.000193683140218559	0.00015989879096349	1.16768936456093E-06	4.05715883864972E-07	5.9679740260039E-07	0.000147026869363602	0.000147026869363602	0.000147026869363602	4.84992229442737E-06	4.83561661943337E-06	2.15404207986932E-05	0.000104030947457574	2.11542152097222E-06	4.42354486374086E-17
1.4	0.000605728109020261	0.00045450861197422	0.000200901624194148	0.000224642373043214	9.09452972459087E-06	3.21350050892528E-07	5.0088018933251E-07	0.00013914898745864	0.00013914898745864	0.00013914898745864	1.55026202224087E-05	9.34565878007347E-06	3.85992135856325E-05	9.6467708376697E-05	1.44508808553856E-05	1.73472347597681E-17
1.5	0.000524126503810655	0.000427547151460548	0.000171415733244135	5.93940139533024E-05	1.27659567847461E-05	3.04094827798841E-07	3.58217202944214E-07	0.0001316584398188	0.0001316584398188	0.0001316584398188	3.010289729971E-05	2.04563254856747E-05	4.01880196683833E-05	4.10191254673615E-05	4.70500451438265E-05	4.9439619065339E-17
1.6	0.00052525970173659	0.000337942576788753	0.000107277986623204	0.000359267076266745	1.60910626120637E-05	2.89869395127609E-08	2.22815925413847E-07	2.1203625228285E-05	2.1203625228285E-05	2.1203625228285E-05	0.000131784813911707	3.47577241181268E-05	2.89007457378453E-05	7.76735268981322E-06	5.70045360910381E-06	4.33680868994202E-18
1.7	0.000455801741921757	0.000237827741742389	6.91850961286899E-05	0.000310149978322971	1.22917834411355E-05	7.68698305056957E-08	5.48047846890033E-07	3.66380599322665E-05	3.66380599322665E-05	3.66380599322665E-05	0.000207123219076871	4.4142752896251E-05	2.26397754209086E-05	3.85106418709577E-06	2.56742957773326E-05	1.82145964977565E-17
1.8	0.000368083541278661	0.000151225395595794	2.66601231121511E-05	0.000209332478339691	1.11603670601393E-05	8.83388884364948E-08	6.52990705319722E-07	5.84408114832754E-05	5.84408114832754E-05	5.84408114832754E-05	0.000232242758571832	4.4191426497879E-05	1.740739439475E-05	8.93638106032844E-06	3.7974909215067E-05	1.73472347597681E-17
1.9	0.000257617057088989	8.92371301834689E-05	7.27035565443969E-06	4.66832399488894E-05	8.02596279505857E-06	9.24746737409991E-08	6.1408482135818E-07	6.26921509550146E-05	6.26921509550146E-05	6.26921509550146E-05	0.000203305520228685	3.11854789098319E-05	1.08017589240147E-05	1.15861112559017E-05	4.19380019975233E-05	1.34441069388203E-17
2	0.000399801014628637	4.67727227314529E-05	9.54407992837924E-07	0.000369040017791036	4.49084845050365E-06	2.76019168024815E-07	7.32857818592884E-08	5.0524737356528E-05	5.0524737356528E-05	5.0524737356528E-05	0.000103634607288093	6.85373526224413E-06	3.49933713210404E-06	1.60085242372787E-05	5.2226409268657E-05	9.10729824887824E-18
2.1	0.000171822348424263	2.1874080760357E-05	4.56735368560167E-05	7.10464857218681E-05	1.18399062321371E-05	2.95783447142213E-07	2.29313138421471E-08	6.02277030638905E-05	6.02277030638905E-05	6.02277030638905E-05	8.69510189795181E-05	1.84573399480987E-05	3.97572994689484E-06	2.28474612775764E-05	4.94914421818606E-05	2.25514051876985E-17
2.2	0.000195389478214769	8.2559902785679E-06	5.40851724161926E-05	9.9136053328681E-05	1.19895073819641E-05	1.79953537040884E-07	1.25110032608584E-07	1.73761935067622E-05	1.73761935067622E-05	1.73761935067622E-05	0.000147645451382409	3.49007275423224E-05	1.24575396887767E-05	3.31478737360617E-05	5.90925765680443E-06	2.34187669256869E-17
2.3	0.000292771245652701	2.98295500629139E-06	6.38883660372372E-05	0.000176734476676415	1.35086912903815E-05	6.54283514572168E-08	2.78345566522703E-07	2.30448498006702E-05	2.30448498006702E-05	2.30448498006702E-05	0.000210213700638926	3.84465718511048E-05	2.16272182616698E-05	4.5367676283299E-05	2.04851763591037E-05	1.86482773667507E-17
